fps_value,total_system_travel_time,avg_trip_time,total_trips,low_total_time,low_trip_count,low_avg_time,low_percentage,middle_total_time,middle_trip_count,middle_avg_time,middle_percentage,high_total_time,high_trip_count,high_avg_time,high_percentage,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,mode_public_time,mode_public_trips,mode_public_percentage,mode_walk_time,mode_walk_trips,mode_walk_percentage,mode_UberLike2_time,mode_UberLike2_trips,mode_UberLike2_percentage,mode_UberLike1_time,mode_UberLike1_trips,mode_UberLike1_percentage,mode_BikeShare2_time,mode_BikeShare2_trips,mode_BikeShare2_percentage,mode_BikeShare1_time,mode_BikeShare1_trips,mode_BikeShare1_percentage,mode_MaaS_Bundle_time,mode_MaaS_Bundle_trips,mode_MaaS_Bundle_percentage
3500.0,7259.0,19.779291553133515,367,3934.0,155,25.38064516129032,54.19479267116682,1950.0,123,15.853658536585366,26.863204298112684,1375.0,89,15.44943820224719,18.942003030720485,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3737.0,213,51.480920236947235,954.0,14,13.142306102768977,701.0,60,9.656977545116408,676.0,56,9.312577490012398,623.0,12,8.5824493731919,533.0,10,7.3426091748174676,35.0,2.0,0.4821600771456124
4500.0,7611.0,19.465473145780052,391,3997.0,175,22.84,52.516095125476284,2220.0,125,17.76,29.168309026409144,1394.0,91,15.31868131868132,18.315595848114572,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3818.0,230,50.164235974247795,1051.0,13,13.808960714754958,723.0,68,9.499408750492707,696.0,56,9.144659046117463,591.0,12,7.765076862435947,681.0,10,8.947575877020103,51.0,2.0,0.6700827749310209
5500.0,7141.0,17.8525,400,3775.0,176,21.448863636363637,52.86374457358913,2114.0,119,17.764705882352942,29.603696961209913,1252.0,105,11.923809523809524,17.532558465200953,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3698.0,234,51.785464220697385,843.0,9,11.805069318022685,716.0,65,10.026606917798627,693.0,69,9.704523176025766,659.0,13,9.228399383839799,532.0,10,7.44993698361574,,,
6500.0,7816.0,20.898395721925134,374,4413.0,154,28.655844155844157,56.461105424769706,1940.0,135,14.37037037037037,24.82088024564995,1463.0,85,17.211764705882352,18.71801432958035,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%,3315.0,201,42.412998976458546,1572.0,15,20.112589559877176,866.0,77,11.079836233367452,722.0,59,9.237461617195496,857.0,12,10.964687819856705,484.0,10,6.1924257932446265,,,
7000.0,7449.0,20.024193548387096,372,4016.0,180,22.31111111111111,53.91327694992617,1835.0,96,19.114583333333332,24.634179084440866,1598.0,96,16.645833333333332,21.45254396563297,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,4145.0,220,55.645053027251976,901.0,11,12.09558329977178,749.0,69,10.055040945093301,646.0,51,8.672305007383542,565.0,11,7.584910726271983,409.0,9,5.490669888575648,34.0,1.0,0.4564371056517654
7500.0,7175.0,19.71153846153846,364,3996.0,176,22.704545454545453,55.69337979094077,2088.0,86,24.27906976744186,29.10104529616725,1091.0,102,10.696078431372548,15.205574912891986,32.1%,62.4%,59.0%,60.4%,57.0%,8.4%,78.0%,78.0%,55.4%,71.8%,28.3%,73.3%,3447.0,190,48.041811846689896,1644.0,17,22.912891986062718,789.0,74,10.99651567944251,718.0,70,10.006968641114982,187.0,5,2.6062717770034842,360.0,7,5.017421602787456,30.0,1.0,0.4181184668989547
8000.0,7367.0,17.375,424,4496.0,199,22.592964824120603,61.0289127188815,1715.0,104,16.490384615384617,23.279489615854487,1156.0,121,9.553719008264462,15.691597665264014,73.2%,58.6%,78.0%,79.9%,42.1%,23.4%,72.9%,62.2%,55.4%,64.3%,58.6%,48.9%,3216.0,234,43.65413329713588,1094.0,14,14.850006787023212,799.0,77,10.845663092167774,714.0,68,9.69186914619248,684.0,12,9.284647753495317,769.0,16,10.438441699470612,91.0,3.0,1.2352382245147278
8500.0,7533.0,18.239709443099272,413,4170.0,178,23.426966292134832,55.356431700517724,2026.0,119,17.025210084033613,26.894995353776718,1337.0,116,11.525862068965518,17.74857294570556,73.2%,58.6%,78.0%,79.9%,42.1%,23.4%,72.9%,62.2%,55.4%,64.3%,58.6%,48.9%,3769.0,238,50.03318730917298,791.0,7,10.500464622328423,803.0,72,10.659763706358689,739.0,71,9.8101685915306,763.0,12,10.128766759591132,586.0,10,7.779105270144697,82.0,3.0,1.08854374087349
9000.0,7700.0,20.20997375328084,381,4501.0,182,24.73076923076923,58.45454545454546,2118.0,112,18.910714285714285,27.506493506493506,1081.0,87,12.425287356321839,14.03896103896104,58.7%,45.2%,17.7%,23.3%,65.6%,11.7%,13.0%,16.9%,61.7%,42.0%,36.1%,27.1%,2860.0,197,37.142857142857146,2017.0,22,26.19480519480519,798.0,73,10.363636363636363,758.0,65,9.844155844155845,620.0,13,8.051948051948052,647.0,11,8.402597402597403,,,
9500.0,7657.0,20.203166226912927,379,3853.0,179,21.52513966480447,50.31996865613164,2164.0,100,21.64,28.26172130077054,1640.0,100,16.4,21.41831004309782,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3952.0,215,51.61290322580645,807.0,11,10.539375734621913,765.0,68,9.990858038396238,686.0,62,8.959122371686039,771.0,13,10.069217709285622,676.0,10,8.828522920203735,,,
