fps_value,total_system_travel_time,avg_trip_time,total_trips,low_total_time,low_trip_count,low_avg_time,low_percentage,middle_total_time,middle_trip_count,middle_avg_time,middle_percentage,high_total_time,high_trip_count,high_avg_time,high_percentage,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,mode_public_time,mode_public_trips,mode_public_percentage,mode_walk_time,mode_walk_trips,mode_walk_percentage,mode_UberLike1_time,mode_UberLike1_trips,mode_UberLike1_percentage,mode_UberLike2_time,mode_UberLike2_trips,mode_UberLike2_percentage,mode_BikeShare1_time,mode_BikeShare1_trips,mode_BikeShare1_percentage,mode_BikeShare2_time,mode_BikeShare2_trips,mode_BikeShare2_percentage,mode_MaaS_Bundle_time,mode_MaaS_Bundle_trips,mode_MaaS_Bundle_percentage
3500.0,8625.0,22.93882978723404,376,4535.0,137,33.1021897810219,52.57971014492754,2550.0,105,24.285714285714285,29.565217391304348,1540.0,134,11.492537313432836,17.855072463768114,32.1%,62.4%,59.0%,60.4%,57.0%,8.4%,78.0%,78.0%,55.4%,71.8%,28.3%,73.3%,3323.0,208,38.527536231884056,2769.0,27,32.10434782608695,679.0,63,7.872463768115942,677.0,54,7.84927536231884,651.0,11,7.547826086956522,504.0,12,5.843478260869565,22.0,1.0,0.25507246376811593
4500.0,7381.0,20.38950276243094,362,4176.0,162,25.77777777777778,56.57769949871291,1686.0,95,17.74736842105263,22.842433274624035,1519.0,105,14.466666666666667,20.579867226663055,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3637.0,202,49.27516596667118,985.0,12,13.345075193063272,717.0,61,9.714130876574991,785.0,65,10.63541525538545,557.0,10,7.546402926432733,700.0,12,9.483809781872376,,,
5500.0,7754.0,18.37440758293839,422,3996.0,162,24.666666666666668,51.53469177198865,2321.0,147,15.789115646258503,29.93293783853495,1437.0,113,12.716814159292035,18.532370389476398,58.6%,46.5%,70.3%,77.7%,37.5%,39.7%,74.8%,50.3%,72.2%,36.5%,60.3%,15.2%,3586.0,231,46.247098271859684,1387.0,18,17.887541913850917,745.0,66,9.607944286819706,795.0,80,10.25277276244519,515.0,12,6.641733298942482,596.0,11,7.686355429455764,130.0,4.0,1.6765540366262575
6500.0,6786.0,17.625974025974028,385,2993.0,163,18.36196319018405,44.10551134689066,2095.0,108,19.39814814814815,30.872384320660185,1698.0,114,14.894736842105264,25.022104332449157,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%,3385.0,213,49.88211022693781,645.0,7,9.504862953138815,821.0,68,12.098437960506926,772.0,75,11.376363100501031,555.0,10,8.178603006189213,608.0,12,8.959622752726201,,,
7000.0,7692.0,20.512,375,4667.0,180,25.927777777777777,60.67342693707748,1860.0,114,16.31578947368421,24.180967238689547,1165.0,81,14.382716049382717,15.14560582423297,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3417.0,198,44.42277691107645,1809.0,20,23.517940717628704,725.0,64,9.425377015080603,775.0,70,10.075403016120644,473.0,10,6.149245969838794,493.0,13,6.409256370254811,,,
7500.0,8075.0,20.599489795918366,392,4532.0,152,29.81578947368421,56.12383900928792,2013.0,137,14.693430656934307,24.928792569659443,1530.0,103,14.854368932038835,18.947368421052634,41.8%,33.6%,60.0%,79.1%,77.7%,77.9%,40.3%,64.2%,63.1%,50.7%,65.0%,71.9%,3145.0,211,38.94736842105263,2323.0,24,28.76780185758514,699.0,64,8.656346749226005,816.0,72,10.105263157894736,575.0,10,7.120743034055728,517.0,11,6.402476780185759,,,
8000.0,7484.0,20.846796657381617,359,3771.0,141,26.74468085106383,50.387493319080704,2182.0,93,23.462365591397848,29.155531801175844,1531.0,125,12.248,20.456974879743452,32.1%,62.4%,59.0%,60.4%,57.0%,8.4%,78.0%,78.0%,55.4%,71.8%,28.3%,73.3%,3433.0,192,45.871191876002136,1355.0,14,18.10529128808124,690.0,61,9.219668626402994,789.0,67,10.542490646712988,644.0,10,8.60502405130946,529.0,13,7.068412613575628,44.0,2.0,0.5879208979155532
8500.0,7346.0,18.835897435897436,390,3976.0,142,28.0,54.124693710863056,2105.0,145,14.517241379310345,28.655050367546963,1265.0,103,12.281553398058252,17.22025592158998,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,2984.0,198,40.620745984209094,1593.0,12,21.685270895725566,822.0,74,11.189763136400762,911.0,82,12.401306833650967,530.0,10,7.21481078137762,442.0,11,6.016879934658317,64.0,3.0,0.871222433977675
9000.0,7642.0,20.487935656836463,373,3685.0,155,23.774193548387096,48.22036116199948,2550.0,131,19.46564885496183,33.36822821250981,1407.0,87,16.17241379310345,18.41141062549071,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3700.0,213,48.41664485736718,1340.0,14,17.534676786181628,709.0,55,9.277676001046846,761.0,65,9.958126144988224,446.0,11,5.836168542266423,655.0,13,8.571054697723108,31.0,2.0,0.4056529704265899
9500.0,7399.0,19.522427440633244,379,3682.0,153,24.065359477124183,49.76348155156102,2340.0,133,17.593984962406015,31.625895391269086,1377.0,93,14.806451612903226,18.610623057169885,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3726.0,228,50.35815650763617,926.0,10,12.515204757399648,740.0,61,10.00135153399108,641.0,58,8.663332882822003,652.0,10,8.812001621840789,714.0,12,9.649952696310313,,,
10000.0,7642.0,20.487935656836463,373,3827.0,132,28.992424242424242,50.07851347814708,2383.0,122,19.5327868852459,31.1829364040827,1432.0,119,12.033613445378151,18.738550117770217,73.2%,58.6%,78.0%,79.9%,42.1%,23.4%,72.9%,62.2%,55.4%,64.3%,58.6%,48.9%,3703.0,200,48.45590159644072,1213.0,13,15.872808165401727,708.0,62,9.264590421355665,833.0,73,10.900287882753206,566.0,12,7.406438105208061,568.0,12,7.432609264590422,51.0,1.0,0.6673645642501963
15000.0,7039.0,18.770666666666667,375,3420.0,165,20.727272727272727,48.58644693848558,2120.0,107,19.813084112149532,30.11791447648814,1499.0,103,14.553398058252426,21.295638585026282,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3256.0,206,46.25657053558744,943.0,13,13.396789316664298,749.0,68,10.640716010796988,674.0,66,9.575223753374058,660.0,10,9.376331865321779,757.0,12,10.754368518255434,,,
